address,type,rooms,bathrooms,area,floor,year_built,finishing,view,price
"Sky Capital Compound - Better House, R7",Apartments,3,2,190 ,3,Super lux,Garden,,"2,369,700"
New Administrative Capital,Apartments,3,2,140 ,Ground,2022,Lux,Main Street,"2,100,000"
"Central Business District, New Administrative Capital",Corporate Branch,1,1,35 ,6,2021,Extra super lux,Main Street,"680,000"
"Castle Landmark Compound - Castle Landmark, R7",Apartments,3,3,150 ,4,2021,Semi Finished,Garden,"1,639,800"
New Administrative Capital,Apartments,3,1,189 ,1,2023,Extra super lux,Garden,"2,475,900"
"Downtown, New Administrative Capital",Administrative,2,1,59 ,5,2021,Semi Finished,Main Street,"1,475,000"
"Midtown Condo Compound - Better Home, R7",Apartments,3,3,165 ,3,2020,Semi Finished,Garden,"1,900,000"
"Other Compounds In New Capital, New Capital Compounds",Apartments,3,3,175 ,3,2021,Semi Finished,Garden,"1,762,500"
"Atika Compound - New Plan, R7",Apartments,3,3,180 ,2,2021,Semi Finished,Garden,"2,610,000"
"Sixty Iconic Tower - Alburouj Misr Development, New Capital Commercial Projects",Administrative,1,1,59 ,8,2025,Without Finish,Main Street,"380,000"
"R8, New Administrative Capital",Twin House,4,4,202 ,2021,Semi Finished,Garden,,"5,000,000"
"IL Bosco Compound - Misr Italia Properties, New Capital Compounds",Twin House,3,3,251 ,Semi Finished,,,,"6,401,282"
"Downtown, New Administrative Capital",Clinics,2,1, 24 ,7,2021,Super lux,Main Street,"765,000"
R7 - Castle Landmark,Apartments,3,3,200 ,4,Semi Finished,Garden,,"2,190,700"
"Downtown, New Administrative Capital",Stores,,,38 ,Without Finish,Main Street,,,"2,280,000"
"R3, New Administrative Capital",Town House,4,3,380 ,2030,Super lux,Garden,,"5,500,000"
R7,Apartments,2,1,100 ,3,Super lux,Pool,,"950,000"
"Teaching Members at Al Azhar University, R7",Apartments,2,2,90 ,2,2021,Semi Finished,Garden,"810,000"
"Downtown, New Administrative Capital",Stores,,,25 ,Semi Finished,Main Street,,,"3,000,000"
Downtown Area - New Capital City,Stores,,,25 ,Semi Finished,Main Street,,,"2,325,000"
New Administrative Capital,Apartments,2,1,50 ,4,2023,Extra super lux,Main Street,"1,250,000"
vinci -misr italia,Duplex,4,4,324 ,2,2020,Semi Finished,Garden,"3,496,455"
"Downtown, New Administrative Capital",Co-working space,,,4644000 ,6,Super lux,Main Street,,"4,644,000"
"De Joya 3 Compound - Taj Misr, New Capital Compounds",Apartments,3,2,139 ,6,2020,Semi Finished,Other,"1,937,500"
"Genesis Business Complex - NJD, New Capital Commercial Projects",Administrative,1,1,72 ,6,2021,Extra super lux,Main Street,"2,016,000"
"Central Business District, New Administrative Capital",Studio,1,1,45  ,11,Super lux,Main Street,,"1,200,000"
Downtown Area - New Capital City,Offices,1,2,43 ,4,Semi Finished,Main Street,,"890,100"
"Downtown, New Administrative Capital",Medical Lab,3,2,165 ,5,2025,Semi Finished,Garden,"2,970,000"
"Genesis Business Complex - NJD, New Capital Commercial Projects",Administrative,1,1,35 ,3,2021,Extra super lux,Main Street,"980,000"
"R8, New Administrative Capital",Apartments,3,2,138 ,4,Super lux,Garden,,"1,925,500"
Downtown Area - New Capital City,Offices,1,2,30 ,3,Semi Finished,Main Street,,"690,000"
"Downtown, New Administrative Capital",Stores,,,25 ,Without Finish,Main Street,,,"1,100,000"
"Atika Compound - New Plan, R7",Apartments,3,3,185 ,1,2024,Super lux,Main Street,"2,590,000"
"Atika Compound - New Plan, R7",Apartments,3,3,185 ,1,2024,Super lux,Main Street,"2,590,000"
"Mu23, New Administrative Capital",Medical,4,2,100 ,4,2022,Semi Finished,Main Street,"3,800,000"
New Administrative Capital,Apartments,3,1,44 ,4,2023,Extra super lux,Main Street,"1,100,000"
"Other Compounds In New Capital, New Capital Compounds",Twin House,6,6,202 ,2021,Semi Finished,Garden,,"4,100,000"
"Downtown, New Administrative Capital",Offices,1,1,40 ,22,2024,Extra super lux,Main Street,"1,903,464"
"Capital Heights, New Capital Compounds",Apartments,3,2,133 ,4,2020,Extra super lux,Side Street,"2,339,138"
كمبوند بالعاصمة الادارية الجديدة/دي جويا,Apartment with Garden,2,1,181 ,2,2020,Semi Finished,,"1,210,000"
"Downtown, New Administrative Capital",Apartment with Garden,1,1,61 ,Ground,2023,Semi Finished,Main Street,"900,000"
"Other Compounds In New Capital, New Capital Compounds",Apartments,3,3,191 ,5,2021,Without Finish,Main Street,"1,432,500"
"Other Compounds In New Capital, New Capital Compounds",Apartments,2,2,120 ,2,2021,Without Finish,Main Street,"972,000"
"Downtown, New Administrative Capital",Stores,,,42 ,Semi Finished,Main Street,,,"1,536,150"
"Downtown, New Administrative Capital",Studio,1,1,33 ,12,2021,Extra super lux,Garden,"759,000"
"Sueno Compound - SAK Developments, R7",Pharmacy,,,125 ,2025,Extra super lux,Main Street,,"18,750,000"
"R8, New Administrative Capital",Apartments,2,2,120 ,4,Extra super lux,Pool,,"1,320,000"
New Administrative Capital,Apartments,3,1,46 ,4,2024,Extra super lux,Main Street,"1,150,000"
"Downtown, New Administrative Capital",Stores,,,13 ,Semi Finished,Side Street,,,"761,000"
"Downtown, New Administrative Capital",Offices,2,1,27 ,5,2024,Extra super lux,,"595,350"
"Central Business District, New Administrative Capital",Stores,,,25 ,Semi Finished,Main Street,,,"1,800,000"
سيليا طلعت مصطفى العاصمة الإدارية,Apartments,2,1,93 ,2,2018,Extra super lux,Other,"1,864,770"
"Other Compounds In New Capital, New Capital Compounds",Apartments,2,2,120 ,2,2024,Without Finish,Pool,"972,000"
"Dejoya Compound - Taj Misr, New Capital Compounds",Apartments,3,3,155 ,1,2023,Semi Finished,Corner,"1,947,500"
"De Joya 3 Compound - Taj Misr, New Capital Compounds",Apartment with Garden,2,2,106 ,Ground,2024,Semi Finished,,"1,855,000"
"Downtown, New Administrative Capital",Offices,2,1,34 ,5,2021,Extra super lux,Main Street,"304,000"
"De Joya 3 Compound - Taj Misr, New Capital Compounds",Apartments,3,3,164 ,2,Semi Finished,Garden,,"2,379,000"
"Castle Landmark Compound - Castle Landmark, R7",Apartments,3,2,145 ,4,2021,Semi Finished,Garden,"1,631,250"
serrano mall - new capital,Commercial,,,69 ,Without Finish,Garden,,,"2,415,000"
Residence 8 (Sky Abu Dhabi),Apartments,3,3,155 ,6,2020,Semi Finished,Main Street,"1,757,925"
"Menorca Residence, New Capital Compounds",Villas,4,4,265 ,2021,Super lux,Main Street,,"2,782,500"
"Castle Landmark Compound - Castle Landmark, R7",Apartments,3,3,200 ,6,2021,Semi Finished,Garden,"2,250,000"
فيلتك فى Midtown العاصمة,Apartments,4,3,300 ,3,Semi Finished,Garden,,"4,935,000"
"Downtown, New Administrative Capital",Clinics,1,1,39 ,4,2024,Super lux,,"741,000"
"Al Maqsed Compound - City Edge, New Capital Compounds",Twin House,4,3,413 ,Super lux,Garden,,,"7,770,000"
"Menorca Residence, New Capital Compounds",Villas,4,4,280 ,2021,Super lux,Main Street,,"2,940,000"
"Other Compounds In New Capital, New Capital Compounds",Apartments,3,2,152 ,3,Super lux,Garden,,"1,732,000"
"R8, New Administrative Capital",Studio,1,1,70 ,Ground,2021,Semi Finished,Garden,"1,020,000"
"R8, New Administrative Capital",Apartments,2,1,107 ,3,2021,Semi Finished,Garden,"1,123,500"
"Downtown, New Administrative Capital",Apartments,3,2,163 ,2,2024,Semi Finished,Main Street,"1,589,000"
"Mu23, New Administrative Capital",Stores,,,80 ,Semi Finished,Main Street,,,"5,670,000"
"Downtown, New Administrative Capital",Medical Lab,3,1,129 ,3,2024,Super lux,Corner,"3,948,000"
"R8, New Administrative Capital",Apartments,3,3,151 ,3,2023,Lux,Pool,"1,900,000"
"Central Business District, New Administrative Capital",Offices,1,1,100 ,5,2021,Lux,Main Street,"2,200,000"
"Midtown Condo Compound - Better Home, R7",Apartments,4,3,260 ,4,2020,Without Finish,Corner,"2,309,000"
"La Verde Compound - La Verde, New Capital Compounds",Compound,,,432 ,Other,,,,"3,600,000"
"De Joya 3 Compound - Taj Misr, New Capital Compounds",Apartments,3,2,157 ,1,2020,Semi Finished,Garden,"2,166,750"
"R8, New Administrative Capital",Duplex,6,5,313 ,Ground,2024,Semi Finished,Pool,"2,842,000"
"Midtown Condo Compound - Better Home, R7",Apartments,3,2,210 ,3,2020,Without Finish,Corner,"2,241,900"
"R8, New Administrative Capital",Apartments,3,3,150 ,3,2021,Semi Finished,Garden,"1,575,000"
"The V Compound - SAK Developments, R7",Stores,,,89 ,Semi Finished,Main Street,,,"3,400,000"
"The V Compound - SAK Developments, R7",Clinics,1,1,58 ,2,2022,Super lux,Main Street,"1,595,000"
"Castle Landmark Compound - Castle Landmark, R7",Apartments,3,3,177 ,4,2021,Semi Finished,Garden,"1,991,250"
"Castle Landmark Compound - Castle Landmark, R7",Apartments,3,3,190 ,4,2021,Semi Finished,Garden,"2,137,500"
"Castle Landmark Compound - Castle Landmark, R7",Apartments,3,4,195 ,5,2021,Semi Finished,Garden,"2,193,750"
la vista city,Separate Villa,4,4,334 ,Semi Finished,,,,"11,050,000"
"Downtown, New Administrative Capital",Offices,3,1,50 ,6,2024,Semi Finished,Main Street,"747,000"
"Vinci Straight, New Capital Commercial Projects",Clinics,1,1,45 ,1,Without Finish,Main Street,,"1,609,000"
"Castle Landmark Compound - Castle Landmark, R7",Apartments,3,2,145 ,4,2021,Semi Finished,Garden,"1,631,250"
"Menorca Residence, New Capital Compounds",Apartments,2,1,115 ,1,2021,Super lux,Main Street,"1,207,500"
العاصمة الادارية - دي جويا 3,Apartments,3,3,222 ,1,Semi Finished,Garden,,"3,384,000"
"Menorca Residence, New Capital Compounds",Apartments,2,2,125 ,1,2021,Super lux,Main Street,"1,312,500"
"The V Compound - SAK Developments, R7",Clinics,1,1,67 ,2,2021,Super lux,Main Street,"1,105,500"
"Menorca Residence, New Capital Compounds",Apartments,2,1,110 ,1,2021,Super lux,Main Street,"1,155,000"
"Downtown, New Administrative Capital",Stores,,,27 ,Semi Finished,Main Street,,,"933,300"
"Menorca Residence, New Capital Compounds",Apartments,3,2,162 ,1,2021,Super lux,Main Street,"1,701,000"
النهرالاخضر بالعاصمه الاداريه,Offices,3,2,82 ,13,2025,Super lux,Main Street,"3,956,500"
"R8, New Administrative Capital",Separate Villa,7,4,555 ,2021,Semi Finished,Garden,,"11,100,000"
"Menorca Residence, New Capital Compounds",Apartments,3,2,160 ,1,2021,Super lux,Main Street,"1,680,000"
"Downtown, New Administrative Capital",Offices,1,1,21 ,5,2020,Extra super lux,Garden,"294,000"
"R8, New Administrative Capital",Town House,3,3,202 ,2021,Semi Finished,Garden,,"4,100,000"
midtown sky,Apartment with Garden,2,2,140 ,1,2022,Semi Finished,Garden,"2,028,600"
"Downtown, New Administrative Capital",Pharmacy,,,112 ,2024,Without Finish,Main Street,,"14,560,000"
"Atika Compound - New Plan, R7",Apartments,3,3,177 ,1,2024,Super lux,Main Street,"2,567,000"
"Menorca Residence, New Capital Compounds",Apartments,3,2,129 ,1,2021,Super lux,Main Street,"1,354,500"
"Other Compounds In New Capital, New Capital Compounds",Apartments,3,3,208 ,4,Super lux,Garden,,"2,537,600"
"Atika Compound - New Plan, R7",Apartments,3,3,144 ,7,2024,Super lux,Main Street,"2,232,000"
"Castle Landmark Compound - Castle Landmark, R7",Apartments,1,1,80 ,4,2021,Semi Finished,Garden,"900,000"
"Downtown, New Administrative Capital",Apartments,2,,89 ,2025,Super lux,Other,,"6,158,536"
"Downtown, New Administrative Capital",Clinics,2,1,48 ,9,2024,Extra super lux,Main Street,"864,000"
"Atika Compound - New Plan, R7",Apartments,3,3,134 ,Ground,2024,Super lux,Main Street,"2,510,000"
"Other Compounds In New Capital, New Capital Compounds",Apartments,2,2,71 ,4,Super lux,Garden,,"1,192,999"
"Castle Landmark Compound - Castle Landmark, R7",Apartments,3,3,200 ,5,2024,Semi Finished,Main Street,"2,306,000"
"R1, New Administrative Capital",Twin House,4,3,280 ,Semi Finished,Garden,,,"8,050,000"
la vista city,Villas,5,5,300 ,Without Finish,,,,"9,000,000"
"R8, New Administrative Capital",Apartment with Garden,3,3,175 ,Ground,2024,Without Finish,Main Street,"1,996,000"
"Catalan, R7",Apartments,3,3,167 ,3,2023,Semi Finished,Main Street,"1,937,000"
"R3, New Administrative Capital",Apartments,3,2,164 ,4,Super lux,Garden,,"2,100,000"
"Castle Landmark Compound - Castle Landmark, R7",Apartments,4,4,210 ,6,2021,Semi Finished,Garden,"2,362,500"
la vista city,Town House,4,3,216 ,Without Finish,,,,"6,300,000"
"Castle Landmark Compound - Castle Landmark, R7",Apartments,3,3,225 ,Ground,2021,Semi Finished,Garden,"2,531,250"
"R8, New Administrative Capital",Apartments,5,4,285 ,6,2021,Semi Finished,Garden,"3,206,250"
"Other Compounds In New Capital, New Capital Compounds",Apartments,4,3,200 ,3,Super lux,Garden,,"2,860,000"
"Castle Landmark Compound - Castle Landmark, R7",Apartments,2,3,135 ,3,2021,Semi Finished,Garden,"1,518,750"
"Menorca Residence, New Capital Compounds",Apartments,3,3,163 ,1,2021,Super lux,Main Street,"1,711,500"
"Mu23, New Administrative Capital",Pharmacy,,,53 ,2022,Without Finish,Main Street,,"90,950,000"
"Other Compounds In New Capital, New Capital Compounds",Apartments,3,3,192 ,1,2024,Semi Finished,Garden,"1,563,000"
"R8, New Administrative Capital",Town House,3,3,202 ,2021,Semi Finished,Garden,,"4,100,000"
"Midtown Sky Compound - Better Home, R7",Town House,4,3,350 ,2021,Without Finish,Corner,,"6,478,000"
"R8, New Administrative Capital",Duplex,3,3,231 ,4,2021,Semi Finished,Garden,"1,455,300"
"R8, New Administrative Capital",Apartments,3,2,121 ,4,2021,Semi Finished,Garden,"1,270,000"
"Midtown Sky Compound - Better Home, R7",Town House,4,4,350 ,2021,Without Finish,Corner,,"3,600,000"
"CBD 1 Extension, New Administrative Capital",Offices,3,1,47 ,6,2024,Extra super lux,Main Street,"1,175,000"
"Other Compounds In New Capital, New Capital Compounds",Apartments,1,1,70 ,2,2024,Without Finish,Garden,"623,000"
"Castle Landmark Compound - Castle Landmark, R7",Apartments,3,2,150 ,4,2021,Semi Finished,Garden,"1,687,500"
"Castle Landmark Compound - Castle Landmark, R7",Apartments,2,3,154 ,5,2021,Semi Finished,Garden,"1,732,500"
"Elite	Mall, New Capital Commercial Projects",Stores,,,30 ,Without Finish,,,,"2,150,000"
"Downtown, New Administrative Capital",Stores,,,28 ,Semi Finished,Main Street,,,"1,769,609"
"Senet Mall - Concept Developments, New Capital Commercial Projects",Stores,,,49 ,Without Finish,,,,"3,000,000"
"R8, New Administrative Capital",Apartments,2,1,107 ,3,2021,Semi Finished,Garden,"1,123,500"
"Midtown Sky Compound - Better Home, R7",Twin House,4,3,350 ,2021,Without Finish,Corner,,"8,328,000"
"R8, New Administrative Capital",Apartments,3,2,126 ,3,2021,Semi Finished,Garden,"793,800"
"R8, New Administrative Capital",Duplex,3,3,231 ,4,2021,Semi Finished,Garden,"1,455,300"
"Downtown, New Administrative Capital",Clinics,2,1,72 ,3,Extra super lux,Main Street,,"1,983,600"
sky ad,Apartments,3,3,195 ,2,2022,Semi Finished,Garden,"2,281,000"
"Downtown, New Administrative Capital",Stores,,, 30 ,Semi Finished,Garden,,,"2,425,000"
"R8, New Administrative Capital",Separate Villa,5,4,346 ,2021,Semi Finished,Garden,,"9,100,000"
"Other Compounds In New Capital, New Capital Compounds",Apartments,3,3,233 ,2,2024,Semi Finished,Main Street,"1,887,300"
"Scene 7 Compound - Akam, New Capital Compounds",Apartments,3,3,166 ,7,2024,Semi Finished,Main Street,"1,826,000"
"Downtown, New Administrative Capital",Pharmacy ,,,32 ,2024,Extra super lux,Main Street,,"4,067,124"
باميز كمبوند بمنطقة ٌR7,Apartments,3,2,135 ,3,2022,Semi Finished,,"810,000"
"Downtown, New Administrative Capital",Stores,,,45  ,Without Finish,Other,,,"5,355,000"
"Downtown, New Administrative Capital",Clinics,1,1,42 ,4,Extra super lux,Main Street,,"1,058,400"
"Scene 7 Compound - Akam, New Capital Compounds",Apartments,3,3,166 ,7,2024,Semi Finished,Main Street,"1,826,000"
"Downtown, New Administrative Capital",Restaurant,,,23 ,Semi Finished,Main Street,,,"1,404,238"
"Downtown, New Administrative Capital",Stores,,,30 ,Semi Finished,Main Street,,,"1,957,500"
rivan,Apartments,3,3,150 ,2,2022,Semi Finished,Garden,"2,820,000"
"Downtown, New Administrative Capital",Stores,,,24 ,Without Finish,Main Street,,,"1,560,000"
dejoya,Pharmacy,,,167 ,2022,Semi Finished,Garden,,"14,500,000"
"Downtown, New Administrative Capital",Administrative,1,1,50 ,7,Extra super lux,Main Street,,"450,000"
"Downtown, New Administrative Capital",Commercial,,,47 ,Semi Finished,Main Street,,,"1,135,000"
"Janoub Compound - OUD, New Capital Compounds",Apartment with Garden,4,4,226 ,Ground,2020,Semi Finished,Garden,"2,866,500"
"De Joya 2 - Taj Misr Developments, New Capital Compounds",Apartments,2,2,128 ,2,2021,Semi Finished,Main Street,"1,600,000"
"Downtown, New Administrative Capital",Pharmacy,,, 90 ,2024,Lux,,,"4,900,000"
"Other Compounds In New Capital, New Capital Compounds",Apartments,3,5,82 ,2,2024,Super lux,Other,"729,000"
"Downtown, New Administrative Capital",Stores,,,32 ,Without Finish,Main Street,,,"1,568,000"
"Downtown, New Administrative Capital",Clinics,2,1,58 ,4,2024,Extra super lux,Main Street,"1,513,800"
"Downtown, New Administrative Capital",Offices,1,1,19 ,6,2024,Super lux,Main Street,"383,000"
"Castle Landmark Compound - Castle Landmark, R7",Apartments,3,2,145 ,4,2021,Semi Finished,Garden,"1,631,250"
"Downtown, New Administrative Capital",Stores,,,115 ,Without Finish,Main Street,,,"9,315,000"
"Other Compounds In New Capital, New Capital Compounds",Apartments,3,2,154 ,Ground,2021,Semi Finished,Pool,"1,872,000"
"Downtown, New Administrative Capital",Stores,,,72 ,Semi Finished,Main Street,,,"3,600,000"
New Administrative Capital,Apartments,2,2,133 ,Ground,2024,Without Finish,Main Street,"1,859,697"
New Capital,Apartments,3,3,178 ,Ground,2030,Extra super lux,Main Street,"2,375,000"
New Administrative Capital,Apartments,2,2,79 ,10,2024,Lux,Main Street,"2,291,000"
New Cairo,Administrative,,,66 ,Semi Finished,Garden,,,"2,640,000"
New Administrative Capital,Apartment with Garden,2,2,115 ,Ground,2022,Semi Finished,Main Street,"1,742,500"
"Central Business District, New Administrative Capital",Administrative,2,1,30 ,4,Super lux,Main Street,,"680,000"
New Administrative Capital,Offices,1,1,20 ,2,2022,Super lux,Main Street,"590,000"
New Administrative Capital,Pharmacy,,,130 ,2023,Without Finish,Main Street,,"22,100,000"
"Castle Landmark Compound - Castle Landmark, R7",Apartments,3,3,190 ,4,2021,Semi Finished,Garden,"2,137,500"
New Cairo,Administrative,,,91 ,Semi Finished,Garden,,,"3,276,000"
New Administrative Capital,Apartments,3,2,169 ,1,2023,Extra super lux,Garden,"2,103,570"
New Administrative Capital,Offices,1,1,55 ,3,2022,Semi Finished,Main Street,"3,080,000"
New Administrative Capital,Twin House,4,4,280 ,2024,Semi Finished,Main Street,,"7,950,000"
New Administrative Capital,Apartments,2,3,124 ,Ground,2020,Semi Finished,Garden,"1,654,036"
New Administrative Capital,Apartments,1,1,90 ,1,2022,Extra super lux,Main Street,"1,188,000"
New Administrative Capital,Commercial,,,18 ,Extra super lux,Main Street,,,"1,080,000"
"31 North Tower - Nile Developments, New Capital Commercial Projects",Apartments,1,1,83 ,31,2021,Extra super lux,Main Street,"3,735,000"
"R8, New Administrative Capital",Apartments,2,1,110 ,4,2024,Super lux,Pool,"1,265,000"
"Diamond Tower, New Capital Commercial Projects",Clinics,1,1,30 ,4,2021,Without Finish,Golf,"600,000"
"Ivory Plaza - Tamayooz, New Capital Commercial Projects",Stores,,,93 ,Semi Finished,,,,"6,720,000"
"Diamond Tower, New Capital Commercial Projects",Stores,,,47 ,Extra super lux,Main Street,,,"1,692,000"
New Administrative Capital,Apartment with Garden,2,1,145 ,Ground,2020,Extra super lux,Main Street,"1,740,000"
New Administrative Capital,Apartment with Garden,3,1,245 ,Ground,2025,Semi Finished,Main Street,"2,746,190"
"Podia Tower, New Capital Commercial Projects",Offices,1,1,52 ,1,2021,Extra super lux,Garden,"1,820,000"
"Other Compounds In New Capital, New Capital Compounds",Apartments,3,3,201 ,3,2023,Semi Finished,Main Street,"2,562,000"
"Zavani Compound - El Fouad, R7",Apartment with Garden,2,2,106 ,Ground,2021,Semi Finished,Garden,"1,616,500"
"I Business Park - Arqa Developments, New Capital Commercial Projects",Stores,,,30 ,Without Finish,Main Street,,,"4,800,000"
"Senet Mall - Concept Developments, New Capital Commercial Projects",Pharmacy,,,75 ,2020,Super lux,Main Street,,"10,000,000"
"R8, New Administrative Capital",Pharmacy,,,116 ,2024,Without Finish,Main Street,,"14,500,000"
New Administrative Capital,Cafe,,,34 ,Super lux,Main Street,,,"2,118,540"
"31 North Tower - Nile Developments, New Capital Commercial Projects",Stores,,,44 ,Without Finish,Main Street,,,"6,160,000"
"Podia Tower, New Capital Commercial Projects",Clinics,1,1,50 ,6,2021,Extra super lux,Main Street,"1,700,000"
"Diamond Tower, New Capital Commercial Projects",Offices,1,1,32 ,9,2021,Without Finish,Main Street,"820,800"
"Podia Tower, New Capital Commercial Projects",Clinics,1,1,70 ,6,2021,Extra super lux,Main Street,"2,400,000"
"Podia Tower, New Capital Commercial Projects",Administrative,1,1,49 ,4,2021,Extra super lux,Main Street,"1,700,000"
New Administrative Capital,Offices,,,60 ,Extra super lux,Main Street,,,"1,936,800"
"Downtown, New Administrative Capital",Commercial,,,63 ,Without Finish,Main Street,,,"7,218,000"
sky ad,Apartments,3,3,195 ,2,2023,Semi Finished,Garden,"2,281,000"
"31 North Tower - Nile Developments, New Capital Commercial Projects",Stores,,,49 ,Extra super lux,Main Street,,,"6,860,000"
"Elite	Mall, New Capital Commercial Projects",Showroom,,,30 ,Semi Finished,,,,"2,150,000"
"Downtown, New Administrative Capital",Clinics,2,1,43 ,3,2024,Extra super lux,Main Street,"1,306,451"
"Other Compounds In New Capital, New Capital Compounds",Apartments,3,3,175 ,1,2023,Semi Finished,Main Street,"1,640,000"
"IL MONDO Compound - Rfco, New Capital Compounds",Apartments,3,3,160 ,3,2021,Semi Finished,Main Street,"1,440,000"
"Downtown, New Administrative Capital",Restaurant,,,52 ,Semi Finished,Other,,,"9,432,000"
"IL MONDO Compound - Rfco, New Capital Compounds",Apartments,3,3,218 ,4,2021,Semi Finished,Pool,"1,874,000"
"Downtown, New Administrative Capital",Pharmacy,,,100 ,2024,Semi Finished,Main Street,,"11,800,000"
"Downtown, New Administrative Capital",Offices,2,1,30 ,9,2030,Extra super lux,Main Street,"810,000"
"Downtown, New Administrative Capital",Offices,4,1,95 ,2,Super lux,Main Street,,"2,850,000"
"Downtown, New Administrative Capital",Stores,,,30 ,Super lux,,,,"3,850,000"
"Downtown, New Administrative Capital",Stores,,,13 ,Semi Finished,Garden,,,"720,300"
"Midtown Sky Compound - Better Home, R7",Stores,,,100 ,Without Finish,Main Street,,,"3,350,000"
New Administrative Capital,Apartments,3,2,199 ,3,2020,Super lux,Garden,"2,308,400"
